Input #0, mov,mp4,m4a,3gp,3g2,mj2, from '/Users/sethlim/Downloads/DoorDash Voice Agent for Dasher Reactivation.mp4':
  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf62.3.100
  Duration: 00:05:04.92, start: 0.000000, bitrate: 497 kb/s
  Stream #0:0[0x1](und): Video: h264 (Main) (avc1 / 0x31637661), yuv420p(progressive), 1662x1080 [SAR 1:1 DAR 277:180], 419 kb/s, 30 fps, 30 tbr, 90k tbn, start 0.023000 (default)
    Metadata:
      handler_name    : VideoHandler
  Stream #0:1[0x2](und): Audio: aac (LC) (mp4a / 0x6134706D), 44100 Hz, mono, fltp, 70 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
Stream mapping:
  Stream #0:1 (aac) -> ebur128:default
  ebur128:out0 -> Stream #0:0 (pcm_s16le)
  Stream #0:0 -> #0:1 (h264 (native) -> wrapped_avframe (native))
Press [q] to stop, [?] for help
[Parsed_ebur128_0 @ 0xc45015c80] t: 0.0999773  TARGET:-23 LUFS    M:-120.7 S:-120.7     I: -70.0 LUFS       LRA:   0.0 LU  FTPK:  -inf dBFS  TPK:  -inf dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 0.199977   TARGET:-23 LUFS    M:-120.7 S:-120.7     I: -70.0 LUFS       LRA:   0.0 LU  FTPK: -83.4 dBFS  TPK: -83.4 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 0.299977   TARGET:-23 LUFS    M:-120.7 S:-120.7     I: -70.0 LUFS       LRA:   0.0 LU  FTPK: -82.9 dBFS  TPK: -82.9 dBFS
Output #0, null, to 'pipe:':
  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf62.12.101
  Stream #0:0: Audio: pcm_s16le, 44100 Hz, mono, s16, 705 kb/s
    Metadata:
      encoder         : Lavc62.28.101 pcm_s16le
  Stream #0:1(und): Video: wrapped_avframe, yuv420p(progressive), 1662x1080 [SAR 1:1 DAR 277:180], q=2-31, 200 kb/s, 30 fps, 30 tbn (default)
    Metadata:
      encoder         : Lavc62.28.101 wrapped_avframe
      handler_name    : VideoHandler
[Parsed_ebur128_0 @ 0xc45015c80] t: 0.399977   TARGET:-23 LUFS    M: -93.9 S:-120.7     I: -70.0 LUFS       LRA:   0.0 LU  FTPK: -75.6 dBFS  TPK: -75.6 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 0.499977   TARGET:-23 LUFS    M: -93.6 S:-120.7     I: -70.0 LUFS       LRA:   0.0 LU  FTPK: -87.9 dBFS  TPK: -75.6 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 0.599977   TARGET:-23 LUFS    M: -93.6 S:-120.7     I: -70.0 LUFS       LRA:   0.0 LU  FTPK: -83.3 dBFS  TPK: -75.6 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 0.7        TARGET:-23 LUFS    M: -94.2 S:-120.7     I: -70.0 LUFS       LRA:   0.0 LU  FTPK: -88.4 dBFS  TPK: -75.6 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 0.799977   TARGET:-23 LUFS    M:-101.4 S:-120.7     I: -70.0 LUFS       LRA:   0.0 LU  FTPK: -88.9 dBFS  TPK: -75.6 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 0.899977   TARGET:-23 LUFS    M: -89.0 S:-120.7     I: -70.0 LUFS       LRA:   0.0 LU  FTPK: -68.3 dBFS  TPK: -68.3 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 0.999977   TARGET:-23 LUFS    M: -57.7 S:-120.7     I: -57.7 LUFS       LRA:   0.0 LU  FTPK: -31.2 dBFS  TPK: -31.2 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 1.099977   TARGET:-23 LUFS    M: -42.6 S:-120.7     I: -42.6 LUFS       LRA:   0.0 LU  FTPK: -21.8 dBFS  TPK: -21.8 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 1.199977   TARGET:-23 LUFS    M: -42.4 S:-120.7     I: -42.5 LUFS       LRA:   0.0 LU  FTPK: -30.3 dBFS  TPK: -21.8 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 1.299977   TARGET:-23 LUFS    M: -42.4 S:-120.7     I: -42.4 LUFS       LRA:   0.0 LU  FTPK: -70.9 dBFS  TPK: -21.8 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 1.399977   TARGET:-23 LUFS    M: -42.5 S:-120.7     I: -42.5 LUFS       LRA:   0.0 LU  FTPK: -89.2 dBFS  TPK: -21.8 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 1.499977   TARGET:-23 LUFS    M: -55.7 S:-120.7     I: -42.5 LUFS       LRA:   0.0 LU  FTPK: -74.6 dBFS  TPK: -21.8 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 1.599977   TARGET:-23 LUFS    M: -50.4 S:-120.7     I: -43.3 LUFS       LRA:   0.0 LU  FTPK: -23.9 dBFS  TPK: -21.8 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 1.699977   TARGET:-23 LUFS    M: -37.3 S:-120.7     I: -41.5 LUFS       LRA:   0.0 LU  FTPK: -18.7 dBFS  TPK: -18.7 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 1.799977   TARGET:-23 LUFS    M: -33.8 S:-120.7     I: -38.6 LUFS       LRA:   0.0 LU  FTPK: -19.0 dBFS  TPK: -18.7 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 1.899977   TARGET:-23 LUFS    M: -33.5 S:-120.7     I: -37.4 LUFS       LRA:   0.0 LU  FTPK: -24.3 dBFS  TPK: -18.7 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 1.999977   TARGET:-23 LUFS    M: -33.1 S:-120.7     I: -36.6 LUFS       LRA:   0.0 LU  FTPK: -21.4 dBFS  TPK: -18.7 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 2.099977   TARGET:-23 LUFS    M: -34.3 S:-120.7     I: -36.3 LUFS       LRA:   0.0 LU  FTPK: -20.0 dBFS  TPK: -18.7 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 2.199977   TARGET:-23 LUFS    M: -38.4 S:-120.7     I: -36.4 LUFS       LRA:   0.0 LU  FTPK: -52.9 dBFS  TPK: -18.7 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 2.299977   TARGET:-23 LUFS    M: -39.3 S:-120.7     I: -36.6 LUFS       LRA:   0.0 LU  FTPK: -57.8 dBFS  TPK: -18.7 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 2.399977   TARGET:-23 LUFS    M: -41.9 S:-120.7     I: -36.9 LUFS       LRA:   0.0 LU  FTPK: -79.3 dBFS  TPK: -18.7 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 2.499977   TARGET:-23 LUFS    M: -48.0 S:-120.7     I: -37.2 LUFS       LRA:   0.0 LU  FTPK: -25.3 dBFS  TPK: -18.7 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 2.599977   TARGET:-23 LUFS    M: -39.3 S:-120.7     I: -37.3 LUFS       LRA:   0.0 LU  FTPK: -23.0 dBFS  TPK: -18.7 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 2.699977   TARGET:-23 LUFS    M: -38.9 S:-120.7     I: -37.4 LUFS       LRA:   0.0 LU  FTPK: -27.4 dBFS  TPK: -18.7 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 2.799977   TARGET:-23 LUFS    M: -35.9 S:-120.7     I: -37.1 LUFS       LRA:   0.0 LU  FTPK: -17.2 dBFS  TPK: -17.2 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 2.899977   TARGET:-23 LUFS    M: -34.5 S:-120.7     I: -36.8 LUFS       LRA:   0.0 LU  FTPK: -19.6 dBFS  TPK: -17.2 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 72.806122  TARGET:-23 LUFS    M: -43.7 S: -38.6     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -49.5 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 72.906122  TARGET:-23 LUFS    M: -41.5 S: -38.7     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -21.8 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 73.006122  TARGET:-23 LUFS    M: -41.6 S: -38.6     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -24.8 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 73.106122  TARGET:-23 LUFS    M: -41.1 S: -38.6     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -25.9 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 73.206122  TARGET:-23 LUFS    M: -38.4 S: -38.5     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -21.3 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 73.306122  TARGET:-23 LUFS    M: -39.9 S: -38.5     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -34.6 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 73.406122  TARGET:-23 LUFS    M: -39.4 S: -38.7     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -26.6 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 73.506122  TARGET:-23 LUFS    M: -39.0 S: -39.7     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -30.7 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 73.606122  TARGET:-23 LUFS    M: -42.4 S: -39.9     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -43.5 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 73.706122  TARGET:-23 LUFS    M: -42.6 S: -39.9     I: -37.1 LUFS       LRA:   4.4 LU  FTPK: -64.6 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 73.806122  TARGET:-23 LUFS    M: -47.0 S: -40.0     I: -37.1 LUFS       LRA:   4.4 LU  FTPK: -59.1 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 73.906122  TARGET:-23 LUFS    M: -61.9 S: -40.0     I: -37.1 LUFS       LRA:   4.4 LU  FTPK: -55.6 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 74.006122  TARGET:-23 LUFS    M: -68.8 S: -40.2     I: -37.1 LUFS       LRA:   4.4 LU  FTPK: -58.2 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 74.106122  TARGET:-23 LUFS    M: -68.7 S: -40.2     I: -37.1 LUFS       LRA:   4.3 LU  FTPK: -58.0 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 74.206122  TARGET:-23 LUFS    M: -45.1 S: -40.2     I: -37.1 LUFS       LRA:   4.3 LU  FTPK: -25.8 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 74.306122  TARGET:-23 LUFS    M: -36.3 S: -39.1     I: -37.1 LUFS       LRA:   4.3 LU  FTPK: -16.9 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 74.406122  TARGET:-23 LUFS    M: -33.1 S: -38.1     I: -37.1 LUFS       LRA:   4.3 LU  FTPK: -18.6 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 74.506122  TARGET:-23 LUFS    M: -32.9 S: -38.1     I: -37.0 LUFS       LRA:   4.3 LU  FTPK: -25.1 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 74.606122  TARGET:-23 LUFS    M: -33.2 S: -38.5     I: -37.0 LUFS       LRA:   4.3 LU  FTPK: -44.0 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 74.706122  TARGET:-23 LUFS    M: -33.6 S: -38.4     I: -37.0 LUFS       LRA:   4.3 LU  FTPK: -17.9 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 74.806122  TARGET:-23 LUFS    M: -33.8 S: -37.9     I: -37.0 LUFS       LRA:   4.3 LU  FTPK: -18.2 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 74.906122  TARGET:-23 LUFS    M: -33.7 S: -37.9     I: -37.0 LUFS       LRA:   4.3 LU  FTPK: -21.7 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 75.006122  TARGET:-23 LUFS    M: -33.7 S: -37.9     I: -37.0 LUFS       LRA:   4.3 LU  FTPK: -36.8 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 75.106122  TARGET:-23 LUFS    M: -35.0 S: -37.7     I: -37.0 LUFS       LRA:   4.3 LU  FTPK: -19.7 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 75.206122  TARGET:-23 LUFS    M: -37.5 S: -37.5     I: -37.0 LUFS       LRA:   4.3 LU  FTPK: -19.6 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 75.306122  TARGET:-23 LUFS    M: -37.3 S: -37.4     I: -37.0 LUFS       LRA:   4.3 LU  FTPK: -27.7 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 75.406122  TARGET:-23 LUFS    M: -34.0 S: -36.8     I: -37.0 LUFS       LRA:   4.3 LU  FTPK: -20.0 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 75.506122  TARGET:-23 LUFS    M: -34.3 S: -36.7     I: -37.0 LUFS       LRA:   4.3 LU  FTPK: -26.9 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 75.606122  TARGET:-23 LUFS    M: -34.9 S: -36.7     I: -37.0 LUFS       LRA:   4.3 LU  FTPK: -25.1 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 75.706122  TARGET:-23 LUFS    M: -35.0 S: -36.6     I: -37.0 LUFS       LRA:   4.3 LU  FTPK: -29.2 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 75.806122  TARGET:-23 LUFS    M: -35.0 S: -36.1     I: -37.0 LUFS       LRA:   4.3 LU  FTPK: -18.1 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 75.906122  TARGET:-23 LUFS    M: -34.0 S: -35.9     I: -37.0 LUFS       LRA:   4.3 LU  FTPK: -19.5 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 76.006122  TARGET:-23 LUFS    M: -34.5 S: -36.0     I: -37.0 LUFS       LRA:   4.3 LU  FTPK: -47.7 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 76.106122  TARGET:-23 LUFS    M: -34.7 S: -36.0     I: -36.9 LUFS       LRA:   4.3 LU  FTPK: -30.5 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 76.184943  TARGET:-23 LUFS    M: -36.6 S: -35.9     I: -36.9 LUFS       LRA:   4.3 LU  FTPK: -24.2 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 76.284943  TARGET:-23 LUFS    M: -37.6 S: -35.8     I: -36.9 LUFS       LRA:   4.3 LU  FTPK: -25.2 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 76.384943  TARGET:-23 LUFS    M: -37.6 S: -35.8     I: -37.0 LUFS       LRA:   4.3 LU  FTPK: -36.1 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 76.484943  TARGET:-23 LUFS    M: -37.9 S: -35.9     I: -37.0 LUFS       LRA:   4.3 LU  FTPK: -66.6 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 76.584943  TARGET:-23 LUFS    M: -42.2 S: -35.9     I: -37.0 LUFS       LRA:   4.3 LU  FTPK: -63.5 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 76.684943  TARGET:-23 LUFS    M: -56.1 S: -35.9     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -56.0 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 76.784943  TARGET:-23 LUFS    M: -76.3 S: -35.9     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -72.4 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 76.884943  TARGET:-23 LUFS    M: -49.1 S: -35.8     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -30.6 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 76.984943  TARGET:-23 LUFS    M: -48.3 S: -35.8     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -35.1 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 77.084943  TARGET:-23 LUFS    M: -45.9 S: -35.8     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -28.8 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 77.184943  TARGET:-23 LUFS    M: -43.2 S: -35.8     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -26.1 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 77.284943  TARGET:-23 LUFS    M: -40.7 S: -36.2     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -24.5 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 77.384943  TARGET:-23 LUFS    M: -39.8 S: -36.8     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -25.0 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 77.484943  TARGET:-23 LUFS    M: -39.6 S: -36.8     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -22.9 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 77.584943  TARGET:-23 LUFS    M: -39.4 S: -36.7     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -21.4 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 77.684943  TARGET:-23 LUFS    M: -39.3 S: -37.0     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -24.6 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 77.784943  TARGET:-23 LUFS    M: -38.1 S: -37.6     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -22.9 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 77.884943  TARGET:-23 LUFS    M: -38.2 S: -37.6     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -28.6 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 77.984943  TARGET:-23 LUFS    M: -38.6 S: -37.6     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -29.8 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 78.084943  TARGET:-23 LUFS    M: -40.6 S: -37.8     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -45.7 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 78.184943  TARGET:-23 LUFS    M: -39.9 S: -37.8     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -24.2 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 78.284943  TARGET:-23 LUFS    M: -38.2 S: -37.8     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -23.9 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 78.384943  TARGET:-23 LUFS    M: -36.5 S: -38.2     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -22.9 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 78.484943  TARGET:-23 LUFS    M: -35.2 S: -38.0     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -23.0 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 78.584943  TARGET:-23 LUFS    M: -36.3 S: -38.2     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -28.0 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 78.684943  TARGET:-23 LUFS    M: -36.4 S: -38.1     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -26.3 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 78.784943  TARGET:-23 LUFS    M: -37.2 S: -38.8     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -27.7 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 78.884943  TARGET:-23 LUFS    M: -39.2 S: -39.2     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -29.2 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 78.984943  TARGET:-23 LUFS    M: -39.4 S: -39.2     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -30.0 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 79.084943  TARGET:-23 LUFS    M: -40.2 S: -39.1     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -27.9 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 79.184943  TARGET:-23 LUFS    M: -42.6 S: -39.6     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -29.2 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 79.284943  TARGET:-23 LUFS    M: -43.3 S: -39.9     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -64.2 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 79.384943  TARGET:-23 LUFS    M: -43.9 S: -39.9     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -82.0 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 79.484943  TARGET:-23 LUFS    M: -51.6 S: -39.9     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -49.4 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 79.584943  TARGET:-23 LUFS    M: -76.0 S: -39.9     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -86.6 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 79.684943  TARGET:-23 LUFS    M: -76.2 S: -39.9     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -87.1 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 79.784943  TARGET:-23 LUFS    M: -76.2 S: -39.9     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -76.8 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 79.884943  TARGET:-23 LUFS    M:-100.7 S: -40.0     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -88.9 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 79.984943  TARGET:-23 LUFS    M:-100.8 S: -40.0     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -88.9 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 80.084943  TARGET:-23 LUFS    M: -99.5 S: -40.0     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -77.9 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 80.184943  TARGET:-23 LUFS    M: -98.6 S: -40.2     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -74.5 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 80.284943  TARGET:-23 LUFS    M: -98.1 S: -40.5     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -78.0 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 80.384943  TARGET:-23 LUFS    M: -98.2 S: -40.6     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -89.0 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 80.484943  TARGET:-23 LUFS    M: -99.6 S: -40.7     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -89.0 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 80.584943  TARGET:-23 LUFS    M:-106.8 S: -40.9     I: -37.0 LUFS       LRA:   4.4 LU  FTPK: -89.8 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 80.684943  TARGET:-23 LUFS    M:-112.1 S: -41.3     I: -37.0 LUFS       LRA:   4.5 LU  FTPK: -88.5 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 80.784943  TARGET:-23 LUFS    M: -56.0 S: -41.8     I: -37.0 LUFS       LRA:   4.5 LU  FTPK: -33.4 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 80.884943  TARGET:-23 LUFS    M: -35.5 S: -39.9     I: -37.0 LUFS       LRA:   4.5 LU  FTPK: -17.5 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 80.984943  TARGET:-23 LUFS    M: -32.9 S: -38.8     I: -37.0 LUFS       LRA:   4.5 LU  FTPK: -17.2 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 81.084943  TARGET:-23 LUFS    M: -32.6 S: -38.7     I: -37.0 LUFS       LRA:   4.5 LU  FTPK: -24.3 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 81.184943  TARGET:-23 LUFS    M: -32.5 S: -38.9     I: -37.0 LUFS       LRA:   4.5 LU  FTPK: -22.2 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 81.284943  TARGET:-23 LUFS    M: -34.3 S: -38.8     I: -37.0 LUFS       LRA:   4.5 LU  FTPK: -24.2 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 81.384943  TARGET:-23 LUFS    M: -35.6 S: -38.6     I: -37.0 LUFS       LRA:   4.5 LU  FTPK: -19.8 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 81.484943  TARGET:-23 LUFS    M: -34.1 S: -38.3     I: -37.0 LUFS       LRA:   4.5 LU  FTPK: -18.4 dBFS  TPK: -14.5 dBFS
[Parsed_ebur128_0 @ 0xc45015c80] t: 81.584943  TARGET:-23 LUFS    M: -34.3 S: -38.4     I: -37.0 LUFS       LRA:   4.5 LU  FTPK: -47.4 dBFS  TPK: -14.5 dBFS
